WARNING: 2 open meshes merged
     Merged: MainWing_Transonic
     Merged: HorizontalTail
...Mass Properties...
12 Num Comps
12 Total Num Meshes
9008 Total Num Tris

1.908264216659224e+03             Total Mass
3.596000088947017e+01 1.634774320813181e-08 4.388484251244329e-02       Center of Gravity
4.780599828997636e+04 4.897809645007540e+05 5.276398936402827e+05       Ixx, Iyy, Izz
-1.104498402678023e+01 4.656486235387190e+03 1.083195502709842e+01       Ixy, Ixz, Iyz
1.908264216659224e+03             Volume

Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
Fuselage_Main	1.577155576467540e+03	3.481342288039391e+01	-1.970124345232264e-10	1.848418212174259e-08	6.561792579694924e+03	4.364041809353481e+05	4.362036672550708e+05	-9.838013626456483e+00	-1.393339567955044e+00	9.182193539880181e+00	1.577155576467540e+03
LH2_Tank_Port_Upper	1.984178779574325e+01	5.325949353645848e+01	-2.275124337161148e+00	2.016135309119474e+00	1.652540642804802e+01	1.728419695396058e+02	1.712475447836934e+02	1.510674094188478e+00	-1.176815910999241e+00	6.425078992366673e+00	1.984178779574325e+01
LH2_Tank_Stbd_Upper	1.984178793952782e+01	5.325949351027273e+01	2.275124325061995e+00	2.016135315443799e+00	1.643413958847068e+01	1.728382923729807e+02	1.711599589003994e+02	-1.576626463922230e+00	-1.169520115031933e+00	-6.251102276064623e+00	1.984178793952782e+01
LH2_Tank_Port_Lower	1.984179093388266e+01	5.325949264261012e+01	-2.275124405685661e+00	-2.016135166173774e+00	1.646417857378284e+01	1.728378197255190e+02	1.711906678275975e+02	1.551274150151607e+00	1.160977115259822e+00	-6.253354765662687e+00	1.984179093388266e+01
LH2_Tank_Stbd_Lower	1.984179107592541e+01	5.325949261686011e+01	2.275124393535725e+00	-2.016135172627282e+00	1.651043210000146e+01	1.728454936857425e+02	1.712292510969662e+02	-1.614344115111399e+00	1.157034253522527e+00	6.444856219648313e+00	1.984179107592541e+01
MainWing_Transonic	1.516869389405219e+02	3.558629035694985e+01	2.104156857165514e-07	2.488317652180222e-03	2.596668054175266e+04	1.747082306128319e+03	2.759265174691375e+04	-7.458645913179751e-01	2.588584249340704e+02	8.197824001790521e-01	1.516869389405219e+02
HorizontalTail	1.715594499064485e+01	6.298956422617878e+01	-3.384165410343822e-08	2.636465945959868e+00	3.834347379475817e+02	3.845244812507819e+01	4.194943571759464e+02	-3.620494409412990e-02	4.190851049730119e+00	7.676926144380265e-02	1.715594499064485e+01
VerticalTail	1.951810832685236e+01	5.627743803194904e+01	3.392537613218729e-11	6.338120708864735e+00	1.229587270506344e+02	2.026799746539012e+02	8.104691904253424e+01	1.343662329192452e-02	6.882590017856955e+01	-1.203226507780962e-03	1.951810832685236e+01
Engine_Inboard_Port	1.585019055056239e+01	2.689001811730969e+01	-9.499999999999956e+00	-1.799999999999988e+00	1.133216033230158e+01	2.372868370797531e+01	2.431739899206308e+01	-8.032893989933275e-02	-1.057269688995947e-02	9.925563683691287e-02	1.585019055056239e+01
Engine_Inboard_Stbd	1.585019055056239e+01	2.689001811730965e+01	9.499999999999950e+00	-1.799999999999987e+00	1.135086341606837e+01	2.372889539266911e+01	2.433589039113614e+01	-7.390622663062871e-02	-1.099559097095576e-02	1.029933253797040e-01	1.585019055056239e+01
Engine_Outboard_Port	1.584005454475579e+01	3.341119817203511e+01	-1.779999999999976e+01	-8.999999999999927e-01	1.127742861512263e+01	2.368907455692656e+01	2.424770596539857e+01	-8.247089657547951e-02	-1.196461148486991e-02	8.981010318015283e-02	1.584005454475579e+01
Engine_Outboard_Stbd	1.584005454475579e+01	3.341119817203536e+01	1.779999999999986e+01	-8.999999999999948e-01	1.129747510872500e+01	2.369015173621196e+01	2.426667527971548e+01	-7.258242094764955e-02	-1.177286308051292e-02	9.687862832904374e-02	1.584005454475579e+01
Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
Totals	1.908264216659224e+03	3.596000088947017e+01	1.634774320813181e-08	4.388484251244329e-02	4.780599828997636e+04	4.897809645007540e+05	5.276398936402827e+05	-1.104498402678023e+01	4.656486235387190e+03	1.083195502709842e+01	1.908264216659224e+03

...Filling Mass Properties (Volume Only -- No Shell or Point Mass)...
100 Num Slice

Slice	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
3.425000000000000e-01	1.299975205253861e-01	3.425000000000000e-01	-9.534683002229573e-17	4.030650577440726e-17	5.178223412849646e-03	1.501733946347391e-02	1.557675335292755e-02	1.847113618348594e-04	-2.035625782961880e-05	3.338729246063450e-05	1.299975205253861e-01
1.027500000000000e+00	1.299975205253862e+00	9.589999999999996e-01	-5.591127296341950e-17	1.402074769729793e-16	3.726411599373508e-01	3.525560249171990e-01	3.840403848790142e-01	-4.612726586880927e-03	-7.508140988532090e-04	7.079063513516577e-03	1.299975205253862e+00
1.712500000000000e+00	3.801552726532441e+00	1.454833886276971e+00	4.385988783708711e-17	7.556681301730316e-17	1.933510027232881e+00	1.847081818955771e+00	1.910837561078801e+00	-1.545894515811863e-02	-2.359704360805826e-03	2.073176397115697e-02	3.801552726532441e+00
2.397500000000000e+00	7.909166476808661e+00	1.944406118951808e+00	3.036795777572743e-16	8.424271644693409e-17	6.047004194238166e+00	6.070086426749247e+00	6.113265542610170e+00	-4.006372596704003e-02	-5.802036362257395e-03	4.563024369174692e-02	7.909166476808661e+00
3.082500000000000e+00	1.362829917985190e+01	2.422008631806748e+00	3.031102355387105e-16	1.921626209915453e-16	1.391807761928373e+01	1.495096990543882e+01	1.481976316253069e+01	-7.279934447858777e-02	-1.053799071982876e-02	7.695105904771365e-02	1.362829917985190e+01
3.767500000000000e+00	2.082725601242385e+01	2.887078743416418e+00	3.369245035806743e-16	2.750023352000506e-16	2.632695095528400e+01	3.059263572393026e+01	3.005019875527866e+01	-1.141607391997044e-01	-1.614772127299404e-02	1.230891558394068e-01	2.082725601242385e+01
4.452500000000001e+00	2.967741525006961e+01	3.353906035416762e+00	1.072165357459341e-15	2.938415275669037e-16	4.497797314362982e+01	5.640816389136285e+01	5.505633229600442e+01	-1.750148450270006e-01	-2.472096658230365e-02	1.739795954441965e-01	2.967741525006961e+01
5.137500000000000e+00	3.968266994799395e+01	3.803606418902119e+00	1.585074664331683e-15	2.894298384927462e-16	6.875592658252663e+01	9.368069099431979e+01	9.112538412121178e+01	-2.446004537840796e-01	-3.410750098720268e-02	2.295904564956668e-01	3.968266994799395e+01
5.822500000000001e+00	5.083430401593552e+01	4.246495583499744e+00	1.878409559332816e-15	2.600236380128577e-16	9.824173847948583e+01	1.458315507144170e+02	1.416048053932668e+02	-3.191543611739789e-01	-4.428913952624956e-02	2.923017076837424e-01	5.083430401593552e+01
6.507500000000001e+00	6.308076406867606e+01	4.685445565709761e+00	1.867318914840729e-15	1.708500418783029e-16	1.337735186531503e+02	2.163293805847941e+02	2.099358908673289e+02	-3.998816635914019e-01	-5.551258903665737e-02	3.655054855351974e-01	6.308076406867606e+01
7.192500000000001e+00	7.577838045308660e+01	5.105533924303799e+00	1.783258177416468e-15	1.167760193101718e-16	1.719575997015125e+02	3.043069443719061e+02	2.954962754681854e+02	-4.830549793891464e-01	-6.714883761228449e-02	4.422735696439857e-01	7.577838045308660e+01
7.877500000000000e+00	8.893606686659916e+01	5.515633692124792e+00	1.727320893971892e-15	8.287550449135113e-17	2.129435398036543e+02	4.135733922666888e+02	4.020753278152996e+02	-5.671564652022656e-01	-7.922848022399967e-02	5.242774799684023e-01	8.893606686659916e+01
8.562500000000000e+00	1.024128867874504e+02	5.916579997245177e+00	1.545796986906542e-15	4.645834314310175e-17	2.559359272482124e+02	5.464476252288425e+02	5.321222380595613e+02	-6.578900817436685e-01	-9.165481410452855e-02	6.086446180913756e-01	1.024128867874504e+02
9.247500000000000e+00	1.160617320786785e+02	6.308295776260396e+00	1.439116054025432e-15	1.787313562451348e-17	3.000093274692624e+02	7.048708984880711e+02	6.876921847168861e+02	-7.522490699468539e-01	-1.047456694741418e-01	6.920563746973100e-01	1.160617320786785e+02
9.932499999999999e+00	1.298832876174504e+02	6.693966179906205e+00	1.357383523866982e-15	-1.289090454889069e-18	3.451925674565301e+02	8.924726669341120e+02	8.724260931178230e+02	-8.495651591135744e-01	-1.179998933518751e-01	7.768606608403568e-01	1.298832876174504e+02
1.061750000000000e+01	1.438782382809337e+02	7.075605980996221e+00	1.253389923560701e-15	-2.296049615185284e-17	3.915010634087729e+02	1.112920860152176e+03	1.089990963025130e+03	-9.490447133139431e-01	-1.316690839191124e-01	8.612809949504348e-01	1.438782382809337e+02
1.130250000000000e+01	1.580666854023994e+02	7.455022188301351e+00	1.236837758380265e-15	-3.710414880544819e-17	4.390901266563836e+02	1.370293409112552e+03	1.344471519339197e+03	-1.048455564688273e+00	-1.453988002475639e-01	9.479935442953553e-01	1.580666854023994e+02
1.198750000000000e+01	1.725139771052174e+02	7.834597398269529e+00	1.194392926614443e-15	-4.789436055886322e-17	4.884071846649334e+02	1.669762074948235e+03	1.641025485416353e+03	-1.150421059371629e+00	-1.597383655884420e-01	1.035424592848394e+00	1.725139771052174e+02
1.267250000000000e+01	1.872220599533499e+02	8.214660903046564e+00	1.180248361896701e-15	-5.849419420278322e-17	5.394984236590055e+02	2.015415134562636e+03	1.983745673305745e+03	-1.253738846115250e+00	-1.740727090387699e-01	1.124019345866998e+00	1.872220599533499e+02
1.335750000000000e+01	2.021928805107586e+02	8.595448402001130e+00	1.126557738348474e-15	-6.812678241671839e-17	5.924046678911075e+02	2.411450338225105e+03	2.376828383194141e+03	-1.360576532291884e+00	-1.887141838532089e-01	1.211859754844402e+00	2.021928805107586e+02
1.404250000000000e+01	2.174283853414057e+02	8.977130769755371e+00	9.567591538089421e-16	-8.070848712116155e-17	6.471789035920976e+02	2.862175862471943e+03	2.824591403196323e+03	-1.470373660714637e+00	-2.037306485189793e-01	1.300235872798686e+00	2.174283853414057e+02
1.472750000000000e+01	2.329305203721061e+02	9.359832873976114e+00	-2.380578659529976e-09	-6.886738393977305e-09	7.038677011748954e+02	3.372011278479732e+03	3.331455517925648e+03	-1.581585277975222e+00	-2.192095147243275e-01	1.391239906039085e+00	2.329305203721061e+02
1.541250000000000e+01	2.487012334411160e+02	9.743646316418694e+00	-2.229620912790570e-09	-6.450034608506607e-09	7.625193279216184e+02	3.945486526312503e+03	3.901954692578524e+03	-1.694248713562311e+00	-2.347248951828325e-01	1.483873225710123e+00	2.487012334411160e+02
1.609750000000000e+01	2.647420476716164e+02	1.012862855661245e+01	-2.094527473756559e-09	-6.059224746427567e-09	8.231756739813926e+02	4.587227250690880e+03	4.540712993165190e+03	-1.807568124969134e+00	-2.503432112961526e-01	1.577930745669559e+00	2.647420476716164e+02
1.678250000000000e+01	2.810538212993088e+02	1.051480528329964e+01	-1.972965428460550e-09	-5.707560083293590e-09	8.858759467678291e+02	5.301938605438007e+03	5.252437635299164e+03	-1.922369354144016e+00	-2.659991465940097e-01	1.672051033580672e+00	2.810538212993088e+02
1.746750000000000e+01	2.976385000623472e+02	1.090221554235482e+01	-1.863030058737209e-09	-5.389529835306485e-09	9.506740140705670e+02	6.094481708108857e+03	6.041997454464354e+03	-2.040664751710604e+00	-2.819015335251653e-01	1.766490514724959e+00	2.976385000623472e+02
1.815250000000000e+01	3.144980296988858e+02	1.129088693022975e+01	-1.763157213347566e-09	-5.100609318186173e-09	1.017616310462102e+03	6.969830406554335e+03	6.914364829337337e+03	-2.161128149820410e+00	-2.980245714994729e-01	1.862283502580723e+00	3.144980296988858e+02
1.883750000000000e+01	3.316343559470786e+02	1.168083815607045e+01	-1.672050713209243e-09	-4.837048864413951e-09	1.086752605120451e+03	7.933071142136653e+03	7.874627252259711e+03	-2.282760816655240e+00	-3.144164984711173e-01	1.959639596861473e+00	3.316343559470786e+02
1.952250000000000e+01	3.490494245450795e+02	1.207208096964146e+01	-1.588627320451695e-09	-4.595714751555705e-09	1.158136765641585e+03	8.989402313112678e+03	8.927989393396520e+03	-2.406373307299051e+00	-3.309730668934601e-01	2.058640878411495e+00	3.490494245450795e+02
2.020750000000000e+01	3.667451812310429e+02	1.246462163020679e+01	-1.511974676124366e-09	-4.373967747707916e-09	1.231820479413990e+03	1.014413625377887e+04	1.007976551071732e+04	-2.530944148221141e+00	-3.480179665716470e-01	2.159858363200131e+00	3.667451812310429e+02
2.089250000000000e+01	3.847235717431226e+02	1.285846203835735e+01	-1.441319054531186e-09	-4.169569314049696e-09	1.307860338442909e+03	1.140269889471381e+04	1.133538755045044e+04	-2.657912492272707e+00	-3.654703444500269e-01	2.264364633698921e+00	3.847235717431226e+02
2.157750000000000e+01	4.029865418194727e+02	1.325360061710266e+01	-1.375999781363055e-09	-3.980608378927488e-09	1.386306187706772e+03	1.277062976127059e+04	1.270039418366361e+04	-2.786053777416629e+00	-3.834138115036005e-01	2.370696196517882e+00	4.029865418194727e+02
2.226250000000000e+01	4.214917102685174e+02	1.364912725869377e+01	-1.315587843153269e-09	-3.805843794033990e-09	1.466832149765772e+03	1.425009966660712e+04	1.417695961577906e+04	-2.915795097209752e+00	-4.017363149611139e-01	2.478396830754335e+00	4.214917102685174e+02
2.294750000000000e+01	4.402331716520987e+02	1.404497451619903e+01	-1.259580985848013e-09	-3.643822677964879e-09	1.549413866993600e+03	1.584606432827302e+04	1.577003969677916e+04	-3.046658334007069e+00	-4.200429714145564e-01	2.589556124362521e+00	4.402331716520987e+02
2.363250000000000e+01	4.592121789548125e+02	1.444122209958448e+01	-1.207523079360965e-09	-3.493225338789639e-09	1.634093141324299e+03	1.756414871885554e+04	1.748526657530003e+04	-3.178955723839024e+00	-4.384206953064665e-01	2.703654472676475e+00	4.592121789548125e+02
2.431750000000000e+01	4.784299851612546e+02	1.483793718981276e+01	-1.159018657201296e-09	-3.352907790898387e-09	1.720900994430621e+03	1.941007275127793e+04	1.932835720378734e+04	-3.313323190750285e+00	-4.570120397349455e-01	2.818827059445880e+00	4.784299851612546e+02
2.500250000000000e+01	4.996125292638334e+02	1.526889375594912e+01	-1.109878789325674e-09	-6.213688080980125e-03	1.971531419832938e+03	2.155953836130670e+04	2.162517425557309e+04	-3.454679795996522e+00	-3.069389048671129e+01	2.949273530549434e+00	4.996125292638334e+02
2.568750000000000e+01	5.255550574901530e+02	1.578317857295001e+01	-1.055093190617476e-09	-2.729018335820334e-02	2.650875189052847e+03	2.430819357043802e+04	2.491491361786025e+04	-3.625734757214540e+00	-1.404262482777650e+02	3.111249014620854e+00	5.255550574901530e+02
2.637250000000000e+01	5.517909042312857e+02	1.628666605692682e+01	-1.004927388638256e-09	-4.652472582559063e-02	3.336848813036372e+03	2.718281000304932e+04	2.833548921182218e+04	-3.800499730868697e+00	-2.474952169742717e+02	3.274814425269751e+00	5.517909042312857e+02
2.705750000000000e+01	5.782705618145296e+02	1.677987462317936e+01	-9.589107455114494e-10	-6.398621964256376e-02	4.024736135939238e+03	3.018741952524548e+04	3.188646590938815e+04	-3.969101345087196e+00	-3.512961242283910e+02	3.440139349567737e+00	5.782705618145296e+02
2.774250000000000e+01	6.049703677714957e+02	1.726369992427346e+01	-9.165904404382181e-10	-7.988948947665860e-02	4.714366246619804e+03	3.332863932929264e+04	3.557438524893782e+04	-4.134193061362020e+00	-4.521357218385545e+02	3.603975466068152e+00	6.049703677714957e+02
2.842750000000000e+01	6.304235221375041e+02	1.771443489316437e+01	-8.795837648928077e-10	-9.030915683746110e-02	5.251534345519894e+03	3.644131672314268e+04	3.909217134369040e+04	-4.287876346834577e+00	-5.225295386842788e+02	3.750106896361375e+00	6.304235221375041e+02
2.911250000000000e+01	6.528463056177769e+02	1.810591500691459e+01	-8.493732695832834e-10	-8.961541467622006e-02	5.393456711773402e+03	3.930944061467590e+04	4.199639925475583e+04	-4.432027364339261e+00	-5.175645982556779e+02	3.883106601731953e+00	6.528463056177769e+02
2.979750000000000e+01	6.768180257591191e+02	1.852001066157545e+01	-8.192901447042378e-10	-8.965581641441657e-02	5.554407870342435e+03	4.252590547910954e+04	4.526699757880702e+04	-4.585064915393294e+00	-5.178942608455027e+02	4.024060570498069e+00	6.768180257591191e+02
3.048250000000000e+01	7.026600573415717e+02	1.895996028452390e+01	-7.891588880399447e-10	-9.067283718989529e-02	5.775968285386566e+03	4.614487059396583e+04	4.899868652410572e+04	-4.749557427196161e+00	-5.261520429454969e+02	4.177183435786008e+00	7.026600573415717e+02
3.116750000000000e+01	7.305051959583062e+02	1.942528296453693e+01	-7.590785981231620e-10	-9.246121312456225e-02	6.136467578678496e+03	5.019441113943020e+04	5.329793304143158e+04	-4.928458669771335e+00	-5.415167981895321e+02	4.339260136350099e+00	7.305051959583062e+02
3.185250000000000e+01	7.643575791704054e+02	1.997566792153713e+01	-7.254589795958661e-10	-9.896547710162520e-02	7.979040144073969e+03	5.525427257376006e+04	6.008021333549933e+04	-5.139209267485113e+00	-6.005931260192041e+02	4.534461630274448e+00	7.643575791704054e+02
3.253750000000000e+01	8.015176342897812e+02	2.055806106233152e+01	-6.918250057960122e-10	-1.066788395563933e-01	1.054203614259203e+04	6.091281021463242e+04	6.817590206860626e+04	-5.369405295705169e+00	-6.746874055422018e+02	4.753395447066336e+00	8.015176342897812e+02
3.322250000000000e+01	8.398056933143032e+02	2.113545270115734e+01	-6.602827525002513e-10	-1.133725320382214e-01	1.327007112874943e+04	6.684045720606518e+04	7.670571654189481e+04	-5.608638445073645e+00	-7.426679020233307e+02	4.973574905135075e+00	8.398056933143032e+02
3.390750000000001e+01	8.788123551384813e+02	2.170234838358088e+01	-6.309754163185265e-10	-1.189072023859247e-01	1.618509881576082e+04	7.298731923491991e+04	8.564259771395473e+04	-5.854101907885631e+00	-8.020680896805777e+02	5.202055439231792e+00	8.788123551384813e+02
3.459250000000000e+01	9.181592125571551e+02	2.225474381872972e+01	-6.039354047484139e-10	-1.231858151991981e-01	1.930419852227679e+04	7.931082201278376e+04	9.496098540933174e+04	-6.100391347700122e+00	-8.505712216036155e+02	5.429982844515361e+00	9.181592125571551e+02
3.527750000000000e+01	9.529923972744431e+02	2.273074349395043e+01	-5.818605922366714e-10	-1.225623139293096e-01	2.122505886534651e+04	8.506272528242836e+04	1.025197742762718e+05	-6.314070048430928e+00	-8.431466701485049e+02	5.629884869408787e+00	9.529923972744431e+02
3.596250000000001e+01	9.854167734883252e+02	2.316612420033309e+01	-5.627146068068723e-10	-1.194151101834113e-01	2.276473949434302e+04	9.061132967086915e+04	1.094972851718949e+05	-6.525681370771218e+00	-8.034910396115830e+02	5.814465747002257e+00	9.854167734883252e+02
3.664750000000000e+01	1.016787994138154e+03	2.358206854400439e+01	-5.453525411066369e-10	-1.152507283514839e-01	2.449871260103087e+04	9.619526212825792e+04	1.167049122952538e+05	-6.725415240011645e+00	-7.481958818765900e+02	5.993170440827003e+00	1.016787994138154e+03
3.733250000000000e+01	1.046870811428316e+03	2.397720012340849e+01	-5.296809824999044e-10	-1.102374665163853e-01	2.639844720389693e+04	1.017776890348051e+05	1.240769869497694e+05	-6.925697132183463e+00	-6.781316797318757e+02	6.165797100316239e+00	1.046870811428316e+03
3.801750000000001e+01	1.075729105307192e+03	2.435385545232664e+01	-5.154710877205469e-10	-1.047346845081487e-01	2.842698003106614e+04	1.073718418254589e+05	1.315894554840621e+05	-7.114269109426029e+00	-5.972760988321098e+02	6.333336459148208e+00	1.075729105307192e+03
3.870250000000000e+01	1.103383138237387e+03	2.471347476775225e+01	-5.025516202626556e-10	-9.903504399848553e-02	3.053882564424636e+04	1.129803669066302e+05	1.391998140253222e+05	-7.294401778812485e+00	-5.093263705443451e+02	6.493223718467343e+00	1.103383138237387e+03
